title,ratings,reviews,url,course_by,skills,price,id,"level, type and duration"
Meditation: A way to achieve your goals in your life,4.6,960,https://www.coursera.org/learn/self-reflection-meditation,Korea Advanced Institute of Science and Technology(KAIST),,Free,749,Beginner · Course · 1-3 Months
Los gobiernos locales como actores internacionales,4.8,874,https://www.coursera.org/learn/gobiernos-locales,Universidad Nacional Autónoma de México,"Communication, Entrepreneurship, Leadership and Management, Business Psychology, Marketing, Advertising, Business Communication, Collaboration, Culture, Forecasting, General Statistics, Organizational Development, Probability & Statistics, Public Relations, Regression, Sales, Strategy, Strategy and Operations",Free,750,Intermediate · Course · 1-3 Months
Finanzas Corporativas,4.7,352,https://www.coursera.org/learn/finanzas-corporativas,Universidad Austral,"Finance, Accounting, Business Analysis, Data Analysis, Financial Analysis, Financial Management, Leadership and Management",Free,751,Beginner · Course · 1-4 Weeks
Israel State and Society,4.7,336,https://www.coursera.org/learn/israel,Hebrew University of Jerusalem,"Business Psychology, Culture, Leadership and Management, Entrepreneurship, Adaptability, Applied Machine Learning, Econometrics, General Statistics, Machine Learning, Market Research, Probability & Statistics, Reinforcement Learning, Research and Design",Free,752,Beginner · Course · 3-6 Months
"¿Cómo persuadir? Jugando con palabras, imágenes y números",4.4,3000,https://www.coursera.org/learn/como-persuadir,Universitat Autònoma de Barcelona,"Communication, Research and Design, Strategy and Operations",Free,754,Beginner · Course · 1-3 Months
Cómo Invertir en Cripto,4.8,71,https://www.coursera.org/learn/inversiones-en-cripto,Universidad Austral,"Finance, BlockChain, Cryptography, FinTech, Security Engineering, Theoretical Computer Science, Investment Management",Free,755,Beginner · Course · 1-3 Months
"Sustainability of Social-Ecological Systems: the Nexus between Water, Energy and Food",4.5,76,https://www.coursera.org/learn/sustainability-social-ecological-systems,Universitat Autònoma de Barcelona,"Leadership and Management, Data Analysis, Entrepreneurship, Research and Design, Applied Machine Learning, ArcGIS, Biostatistics, Business Analysis, Business Psychology, Critical Thinking, Machine Learning, Market Research, Organizational Development, Planning, Probability & Statistics, Problem Solving, Statistical Machine Learning, Statistical Programming, Strategy and Operations",Free,756,Intermediate · Course · 1-3 Months
Re-imaging God in Korean Context,4.8,85,https://www.coursera.org/learn/god-korean-context,Yonsei University,"Business Psychology, Culture, Leadership and Management",Free,757,Beginner · Course · 1-3 Months
"The Effect of Fires on People, Property and the Environment",4.7,473,https://www.coursera.org/learn/fire-effect,"University of Maryland, College Park","Finance, Risk Management",Free,758,Mixed · Course · 1-3 Months
Feeding the World,4.7,203,https://www.coursera.org/learn/feedingtheworld,University of Pennsylvania,"Leadership and Management, Accounting, Advertising, Audit, Communication, Marketing",Free,759,Beginner · Course · 1-3 Months
The Politics of Skepticism,4.4,36,https://www.coursera.org/learn/erasmus-philosophy-skepticism,Erasmus University Rotterdam,"Business Analysis, Critical Thinking, Leadership and Management, Research and Design, Strategy and Operations",Free,760,Intermediate · Course · 1-3 Months
Securing Digital Democracy,4.8,158,https://www.coursera.org/learn/digital-democracy,University of Michigan,"Security Engineering, Operating Systems, Software Security, System Security, Human Computer Interaction, Human Factors (Security), Security Strategy, Computer Security Incident Management, Cyberattacks, Network Security",Free,761,Mixed · Course · 1-3 Months
Bancos de dados e SQL para Ciência de Dados,4.5,118,https://www.coursera.org/learn/sql-data-science-pt,IBM Skills Network,"Data Management, Databases, SQL, Statistical Programming, Computer Programming, Python Programming",Free,762,Beginner · Course · 1-4 Weeks
"Programming Languages, Part B",4.9,712,https://www.coursera.org/learn/programming-languages-part-b,University of Washington,"Computer Programming, Computer Science, Other Programming Languages, Computational Logic, Computer Programming Tools, Mathematical Theory & Analysis, Mathematics, Programming Principles, Theoretical Computer Science",Free,763,Intermediate · Course · 1-4 Weeks
Electrones en Acción: Electrónica y Arduinos para tus propios Inventos,4.8,24000,https://www.coursera.org/learn/electrones-en-accion,Pontificia Universidad Católica de Chile,"Virtual Reality, Computer Programming, Computer Architecture, Computer Graphics, Computer Networking, Human Computer Interaction, Interactive Design, Internet Of Things, Network Architecture, Software Engineering, Computational Logic, Theoretical Computer Science, Algorithms, Mathematics",Free,764,Mixed · Course · 1-4 Weeks
Cuidados y procedimientos generales en la atención del recién nacido,4.8,18000,https://www.coursera.org/learn/cuidados-del-recien-nacido,Universidad de Chile,,Free,765,Intermediate · Course · 1-3 Months
Introdução à Ciência da Computação com Python Parte 2,4.9,14000,https://www.coursera.org/learn/ciencia-computacao-python-conceitos-2,Universidade de São Paulo,"Computer Programming, Python Programming, Statistical Programming, Communication, Theoretical Computer Science, Algorithms, Software Engineering, Computational Logic, Programming Principles, Software Testing, Data Management, Data Structures",Free,766,Beginner · Course · 1-3 Months
Introdução ao Controle de Sistemas,4.9,11000,https://www.coursera.org/learn/controle,Instituto Tecnológico de Aeronáutica,"Mathematics, Mathematical Theory & Analysis, Operating Systems, Applied Mathematics, Calculus, Computer Networking, Network Model",Free,767,Mixed · Course · 1-4 Weeks
Experimentation for Improvement,4.8,889,https://www.coursera.org/learn/experimentation,McMaster University,"Computer Programming, Experiment, Probability & Statistics, R Programming, Statistical Programming, Data Analysis, Business Analysis, Statistical Analysis",Free,768,Intermediate · Course · 1-3 Months
Introdução ao Marketing Analítico,4.7,769,https://www.coursera.org/learn/marketing-analitico,Insper,"Accounting, Business Analysis, Data Analysis, Financial Analysis, Market Analysis, Marketing, Data Management, Entrepreneurship, Correlation And Dependence, Econometrics, General Statistics, Market Research, Probability & Statistics, Regression, Research and Design",Free,769,Mixed · Course · 1-3 Months
Conceptos base para el estudio del medio ambiente,4.6,462,https://www.coursera.org/learn/conceptos-estudio-del-medio-ambiente,Universidad Austral,"Biostatistics, Business Analysis, Data Analysis, Probability & Statistics, Probability Distribution, Statistical Analysis",Free,770,Beginner · Course · 1-4 Weeks
Ingeniería de Tráfico,4.8,348,https://www.coursera.org/learn/ingenieria-trafico,Pontificia Universidad Católica de Chile,"Mathematics, Applied Mathematics, Basic Descriptive Statistics, Calculus, Data Analysis, Graph Theory, Operations Management, Probability & Statistics, Project Management, Strategy and Operations",Free,771,Beginner · Course · 1-4 Weeks
Introducción a los modelos de demanda de transporte,4.7,408,https://www.coursera.org/learn/demanda-de-transporte,Pontificia Universidad Católica de Chile,"Supply Chain and Logistics, Transportation Operations Management, Operations Management, Probability & Statistics, Strategy and Operations, Business Analysis, Data Analysis, Data Management, Data Model, Mathematics, Probability Distribution, Statistical Analysis, Supply Chain Systems",Free,772,Intermediate · Course · 1-3 Months
Laboratório de Programação Orientada a Objetos - Parte 2,5,9,https://www.coursera.org/learn/lab-poo-parte-2,Universidade de São Paulo,"Computer Programming, Operating Systems, Software Framework, System Programming, Programming Principles, Software Architecture, Software Engineering, Theoretical Computer Science",Free,773,Advanced · Course · 1-3 Months
Como engajar equipes e criar cultura em ambientes virtuais,4.9,29,https://www.coursera.org/learn/como-engajar-equipes-e-criar-cultura-em-ambientes-virtuais,Fundação Instituto de Administração,"Business Psychology, Culture, Leadership and Management, Entrepreneurship, Human Resources, Marketing, Sales, Strategy, Strategy and Operations, Storytelling",Free,774,Beginner · Course · 1-4 Weeks
Processamento Digital de Sinais - Amostragem,4.7,195,https://www.coursera.org/learn/pds,Universidade Estadual de Campinas,"Algorithms, General Statistics, Probability & Statistics, Theoretical Computer Science, Data Analysis, Data Analysis Software, Mathematics, Matlab",Free,775,Mixed · Course · 1-3 Months
Writing your World: Finding yourself in the academic space,4.7,212,https://www.coursera.org/learn/writing-your-world,University of Cape Town,"Business Analysis, Communication, Critical Thinking, Research and Design, Strategy and Operations, Writing",Free,776,Beginner · Course · 1-4 Weeks
Diseño y Creación de un Emprendimiento Social,4.9,907,https://www.coursera.org/learn/emprendimiento-social-negocios-sustentable-canvas-sociales,Pontificia Universidad Católica de Chile,"Sales, Entrepreneurship, Research and Design, Innovation, Communication",Free,777,Beginner · Course · 1-4 Weeks
Simulation and modeling of natural processes,4.2,341,https://www.coursera.org/learn/modeling-simulation-natural-processes,University of Geneva,"Computer Programming, Python Programming, Statistical Programming, Mathematics, Mathematical Theory & Analysis, Operations Research, Research and Design, Strategy and Operations, Artificial Neural Networks, Computational Thinking, Deep Learning, Differential Equations, Machine Learning, Algebra, Algorithms, Other Programming Languages, Probability & Statistics, Theoretical Computer Science, Computer Graphic Techniques, Computer Graphics, Software Architecture, Software Engineering",Free,778,Mixed · Course · 1-3 Months
真格—北大在线创业课堂,4.7,155,https://www.coursera.org/learn/zhenge-beida-zaixian-chuangye,Peking University,"Leadership and Management, Business Psychology, Entrepreneurship, Human Resources, Marketing, Brand Management, Change Management, Culture, Finance, HR Tech, People Development, Regulations and Compliance, Sales, Strategy and Operations",Free,779,Mixed · Course · 1-4 Weeks
Introduction to Reproduction,4.7,492,https://www.coursera.org/learn/reproductive-health,Northwestern University,,Free,780,Mixed · Course · 1-4 Weeks
Data Processing Using Python,4.1,307,https://www.coursera.org/learn/python-data-processing,Nanjing University,"Computer Programming, Python Programming, Computer Science, Data Structures, Theoretical Computer Science, Computational Thinking, Human Computer Interaction, User Experience, Statistical Programming",Free,781,Beginner · Course · 1-3 Months
إدارة المشروع: أساسيات النجاح,5,16,https://www.coursera.org/learn/project-management-basics-ar,"University of California, Irvine","Project Management, Strategy and Operations, Entrepreneurship, Leadership and Management, Marketing, Sales, Strategy",Free,782,Mixed · Course · 1-4 Weeks
大学化学,4.9,129,https://www.coursera.org/learn/da-xue-hua-xue,Peking University,"Graph Theory, Mathematics",Free,783,Mixed · Course · 1-3 Months
Create and Design Digital Products using Canva,4.5,532,https://www.coursera.org/projects/create-design-digital-products-canva,Coursera Project Network,"Computer Graphics, Design and Product, Graphic Design, Marketing",,784,Advanced · Guided Project · Less Than 2 Hours
Software Defined Networking,4.6,254,https://www.coursera.org/learn/sdn,The University of Chicago,"Computer Networking, Information Technology, Software-Defined Networking, Computer Architecture, Network Architecture",Free,785,Mixed · Course · 1-3 Months
Preparation for Job Interviews,4.5,483,https://www.coursera.org/projects/preparation-for-job-interviews,Coursera Project Network,"Entrepreneurship, Market Research, Research and Design, Communication",,786,Beginner · Guided Project · Less Than 2 Hours
Get Started with Figma,4.2,302,https://www.coursera.org/projects/get-started-figma,Coursera Project Network,"Business Psychology, Human Computer Interaction, Research and Design, User Experience, Web Design, Web Development, Entrepreneurship",,787,Beginner · Guided Project · Less Than 2 Hours
Create a Google Ads Search Campaign,4.6,318,https://www.coursera.org/projects/create-a-google-ads-search-campaign,Coursera Project Network,"Advertising, Communication, Digital Marketing, Marketing, Computational Logic",,788,Beginner · Guided Project · Less Than 2 Hours
تعّلم كيف تتعلم: أدوات ذهنية قوية لمساعدتك على إتقان موضوعات صعبة,4.8,978,https://www.coursera.org/learn/learning-how-to-learn-ar,Deep Teaching Solutions,"Business Psychology, Entrepreneurship, Human Learning, Deep Learning, Machine Learning",Free,789,Mixed · Course · 1-4 Weeks
AWS S3 Basics,4.5,790,https://www.coursera.org/projects/aws-s3-basics,Coursera Project Network,"Amazon Web Services, Cloud Computing",,790,Beginner · Guided Project · Less Than 2 Hours
Финансовые рынки,4.9,44,https://www.coursera.org/learn/financial-markets-global-ru,Yale University,"Finance, Risk Management, Leadership and Management, Entrepreneurship, Financial Management, Accounting, Business Analysis, Data Analysis, Entrepreneurial Finance, FinTech, Financial Analysis, Insurance Sales, Sales",Free,791,Beginner · Course · 1-3 Months
The Holocaust: The Destruction of European Jewry,4.5,173,https://www.coursera.org/learn/the-holocaust,"University of California, Santa Cruz",,Free,792,Mixed · Course · 1-3 Months
Cybersecurity for Tech Professionals,4.6,60,https://www.coursera.org/learn/cybersecurity-for-tech-professionals,Campus BBVA,"Security Engineering, Operating Systems, System Security, Computer Security Incident Management, Computer Networking, Cyberattacks, Network Security, Theoretical Computer Science, Cryptography, Mobile Development, Mobile Security, Security Strategy, Software Security, Computer Architecture, Contract Management, Distributed Computing Architecture, E-Commerce, Network Architecture, Operations Management, Sales, Software Architecture, Software Engineering, Strategy and Operations, System Software",Free,793,Intermediate · Course · 1-3 Months
Advanced Neurobiology II,4.4,142,https://www.coursera.org/learn/advancedneurobiologyii,Peking University,"Accounting, Audit, Communication, Data Management, Database Administration, Databases, Software Engineering, Business Psychology, Entrepreneurship, Human Computer Interaction, Mathematics, Probability & Statistics, Account Management, Algebra, Business Analysis, Business Communication, Cash Management, Computer Programming, Data Analysis, Employee Relations, Exploratory Data Analysis, Human Resources, Leadership and Management, Market Research, Organizational Development, Research and Design, SQL, Sales, Security Engineering, Software Security, Software Testing, Spreadsheet Software, Statistical Programming, Critical Thinking",Free,794,Intermediate · Course · 1-3 Months
Business Model Innovation for Sustainable Landscape Restoration,4.7,33,https://www.coursera.org/learn/bmi-sustainable-landscape-restoration,Erasmus University Rotterdam,"Leadership and Management, Entrepreneurship, Marketing, Sales, Strategy, Strategy and Operations",Free,795,Beginner · Course · 1-3 Months
Develop a Company Website with Wix,4.6,11000,https://www.coursera.org/projects/develop-a-company-website-with-wix,Coursera Project Network,"Digital Marketing, Front-End Web Development, Marketing, Web Design, Web Development, Web Development Tools, Computer Programming, Computer Programming Tools, Public Relations",,796,Beginner · Guided Project · Less Than 2 Hours
Farmacovigilancia ocular,4.9,301,https://www.coursera.org/learn/farmacovigilancia-ocular,Universidad Nacional Autónoma de México,"Epidemiology, Probability & Statistics",Free,798,Intermediate · Course · 1-4 Weeks
Public Health in Humanitarian Crises 2,4.8,86,https://www.coursera.org/learn/humanitarian-public-health-2,Johns Hopkins University,"Entrepreneurship, Epidemiology, Leadership and Management, Probability & Statistics, Strategy and Operations, Business Analysis, Critical Thinking, Decision Making, Finance, General Statistics, Marketing, Project Management, Research and Design, Risk Management, Sales, Strategy",Free,799,Beginner · Course · 1-3 Months
Marketing Internacional en Asia,4.8,166,https://www.coursera.org/learn/marketing-internacional-asia,Yonsei University,"Marketing, Sales, Accounting, B2B Sales, Entrepreneurship, Leadership and Management, Market Analysis, Strategy, Strategy and Operations",Free,800,Beginner · Course · 1-4 Weeks
Applications in Engineering Mechanics,4.8,11000,https://www.coursera.org/learn/engineering-mechanics-statics-2,Georgia Institute of Technology,"Entrepreneurship, Leadership and Management, Mathematics, Problem Solving, Research and Design, Applied Mathematics",Free,801,Mixed · Course · 1-3 Months
Business Models for Innovative Care for Older People,4.5,216,https://www.coursera.org/learn/business-models-innovative-care,University of Copenhagen,"Entrepreneurship, Strategy and Operations, Leadership and Management, Marketing, Sales, Strategy, Business Analysis, Business Psychology, Design and Product, Behavioral Economics, Epidemiology, General Statistics, Probability & Statistics, Research and Design, Spreadsheet Software, User Experience Design",Free,803,Intermediate · Course · 1-3 Months
"The Mediterranean, a Space of Exchange (from the Renaissance to Enlightenment)",4.3,213,https://www.coursera.org/learn/mediterraneanhistory,Universitat de Barcelona,"Business Psychology, Culture, Leadership and Management",Free,804,Mixed · Course · 1-3 Months
Serious Gaming,4.5,317,https://www.coursera.org/learn/serious-gaming,Erasmus University Rotterdam,"Game Theory, Mathematics, Research and Design, Human Computer Interaction, Leadership and Management, Strategy and Operations, Accounting, Accounts Payable and Receivable, Business Analysis, Business Psychology, Change Management, Computer Graphics, Critical Thinking, Entrepreneurship, Human Resources, Operations Research, Problem Solving, Training, User Experience, Virtual Reality, Visual Design",Free,805,Mixed · Course · 1-3 Months
Science Communication: Communicating Trustworthy Information in the Digital World,4.4,14,https://www.coursera.org/learn/communicating-trustworthy-information-in-the-digital-world,Erasmus University Rotterdam,"Communication, Storytelling, Writing, Strategy and Operations",Free,806,Beginner · Course · 1-3 Months
Innovar tu enseñanza con design thinking,4.9,139,https://www.coursera.org/learn/designthinking-docencia,Universidad Nacional Autónoma de México,"Entrepreneurship, Innovation, Research and Design, Leadership and Management, Problem Solving",Free,807,Beginner · Course · 1-4 Weeks
La recherche documentaire,4.6,190,https://www.coursera.org/learn/recherche-documentaire,École Polytechnique,"Communication, Design and Product, Human Computer Interaction, Operations Research, Research and Design, Strategy and Operations, User Research, Writing",Free,808,Beginner · Course · 1-4 Weeks
Sexing the Canvas: Art and Gender,4.6,430,https://www.coursera.org/learn/gender-art,The University of Melbourne,"Business Psychology, Culture, Leadership and Management, Research and Design, Business Analysis, Critical Thinking, Strategy and Operations",Free,809,Beginner · Course · 1-3 Months
Information Theory,4.7,124,https://www.coursera.org/learn/information-theory,The Chinese University of Hong Kong,"Business Psychology, Entrepreneurship, Human Learning, Probability & Statistics, Probability Distribution",Free,810,Mixed · Course · 3-6 Months
Climate change and Indigenous People and local communities,4.6,22,https://www.coursera.org/learn/climate-change-indigenous-communities,Universitat Autònoma de Barcelona,"Leadership and Management, Business Psychology, Change Management, Culture, Strategy and Operations",Free,811,Beginner · Course · 1-3 Months
Organic Solar Cells - Theory and Practice,4.7,12000,https://www.coursera.org/learn/solar-cell,Technical University of Denmark (DTU),"Entrepreneurship, Leadership and Management, Problem Solving, Research and Design, Design and Product",Free,812,Mixed · Course · 1-3 Months
Fundamentals of particle accelerator technology  (NPAP MOOC),4.6,88,https://www.coursera.org/learn/fundamentals-particle-accelerator-technology,Lund University,"Deep Learning, Machine Learning, Mathematics",Free,813,Intermediate · Course · 1-3 Months
"European Citizenship – Development, Scope, and Challenges",4.8,26,https://www.coursera.org/learn/european-citizenship,University of Copenhagen,"Business Psychology, Entrepreneurship, Leadership and Management, Organizational Development, Culture",Free,814,Beginner · Course · 1-4 Weeks
Doing Clinical Research: Biostatistics with the Wolfram Language,4.7,47,https://www.coursera.org/learn/clinical-research-biostatistics-wolfram,University of Cape Town,"Data Analysis, Probability & Statistics, Operations Research, Strategy and Operations",Free,815,Beginner · Course · 1-4 Weeks
Competencias digitales. Conceptos y herramientas básicas,4.7,514,https://www.coursera.org/learn/competencias-digitales-herramientas-basicas,Universitat Autònoma de Barcelona,"Operating Systems, Security Engineering, Security Software, System Software",Free,816,Beginner · Course · 1-3 Months
Evolution Today,4.6,163,https://www.coursera.org/learn/evolution-today,Universiteit Leiden,,Free,817,Beginner · Course · 1-3 Months
The Kennedy Half Century,4.6,475,https://www.coursera.org/learn/kennedy,University of Virginia,,Free,818,Beginner · Course · 1-4 Weeks
Negotiating Learner Differences: Towards Productive Diversity in Learning,4.3,21,https://www.coursera.org/learn/learnerdifferences,University of Illinois at Urbana-Champaign,Communication,Free,819,Mixed · Course · 1-4 Weeks
Cultures et pédagogies,4.6,23,https://www.coursera.org/learn/cultures-pedagogies,University of Geneva,Culture,Free,820,Beginner · Course · 1-3 Months
Villes africaines I: Introduction à la planification urbaine,4.7,44,https://www.coursera.org/learn/villes-africaines-1,École Polytechnique Fédérale de Lausanne,"Entrepreneurship, Leadership and Management, Planning, Supply Chain and Logistics",Free,821,Intermediate · Course · 1-3 Months
Alternative Mobility Narratives,4.8,19,https://www.coursera.org/learn/alternative-mobility-narratives,University of Amsterdam,"Business Analysis, Critical Thinking, Deep Learning, Entrepreneurship, Leadership and Management, Machine Learning, Problem Solving, Research and Design, Strategy and Operations",Free,822,Intermediate · Course · 1-3 Months
Intellectual Humility: Theory,4.5,346,https://www.coursera.org/learn/intellectual-humility-theory,The University of Edinburgh,"Business Analysis, Business Psychology, Critical Thinking, Research and Design, Strategy and Operations, Communication, Culture, Emotional Intelligence, Entrepreneurship, General Statistics, Human Learning, Leadership and Management, Mathematics, Probability & Statistics",Free,823,Beginner · Course · 1-3 Months
Learn to Program: Crafting Quality Code,4.6,701,https://www.coursera.org/learn/program-code,University of Toronto,"Computer Programming, Computer Science, Python Programming, Algorithms, Data Management, Data Structures, Deep Learning, Machine Learning, Programming Principles, Software Engineering, Software Testing, Statistical Programming, Theoretical Computer Science",Free,824,Mixed · Course · 1-3 Months
Hearing Loss in Children,4.9,176,https://www.coursera.org/learn/hearing-loss-in-children,University of Michigan,"Epidemiology, Probability & Statistics",Free,825,Intermediate · Course · 1-3 Months
Be entrepreneurial in Cultural Industries in the digital age,4,29,https://www.coursera.org/learn/entrepreneurial-culture-digital-age,Sciences Po,"Entrepreneurship, Leadership and Management, Sales",Free,826,Beginner · Course · 1-3 Months
Capital-investissement et capital-risque,4.5,16,https://www.coursera.org/learn/private-equity-fr,Università Bocconi,"Finance, Investment Management",Free,827,Mixed · Course · 1-3 Months
Violences et religions,4.7,111,https://www.coursera.org/learn/violences-religions,University of Geneva,"Business Psychology, Culture, Leadership and Management",Free,828,Beginner · Course · 1-3 Months
Disease Screening in Public Health,4.6,379,https://www.coursera.org/learn/screening,University of Geneva,"Probability & Statistics, Epidemiology, Bioinformatics, Human Computer Interaction, User Experience",Free,829,Beginner · Course · 1-3 Months
Introduction to Household Water Treatment and Safe Storage,4.8,959,https://www.coursera.org/learn/water-treatment,École Polytechnique Fédérale de Lausanne,,Free,830,Intermediate · Course · 1-3 Months
Social Pedagogy across Europe,4.6,52,https://www.coursera.org/learn/social-pedagogy-europe,Universitat Autònoma de Barcelona,"Entrepreneurship, Leadership and Management, Business Psychology, Human Resources, People Development, Communication, Emotional Intelligence, Human Learning, Collaboration, Creativity, Decision Making, Research and Design",Free,831,Intermediate · Course · 1-3 Months
Population Health: Study Design,4.4,16,https://www.coursera.org/learn/population-health-study-design,Universiteit Leiden,"Epidemiology, Probability & Statistics",Free,832,Intermediate · Course · 1-3 Months
Données et Gouvernance Urbaine,4.8,12,https://www.coursera.org/learn/donnes-et-gouvernance-urbaine,Sciences Po,,Free,833,Beginner · Course · 1-4 Weeks
Oceanografía: una clave para entender mejor nuestro mundo,4.7,332,https://www.coursera.org/learn/oceanografia,Universitat de Barcelona,"Data Visualization, Scientific Visualization, Econometrics, Entrepreneurship, Experiment, General Statistics, Market Research, Probability & Statistics, Research and Design, Software Engineering",Free,834,Mixed · Course · 1-3 Months
Blockchain 360: A State of the Art for Professionals,4.5,323,https://www.coursera.org/learn/blockchain-professionals,EIT Digital,"BlockChain, Finance, FinTech",Free,835,Beginner · Course · 1-3 Months
Pensamiento científico,4.8,19000,https://www.coursera.org/learn/ciencia,Universidad Nacional Autónoma de México,,Free,836,Mixed · Course · 1-3 Months
Programming Mobile Applications for Android Handheld Systems: Part 1,4.6,670,https://www.coursera.org/learn/android-programming,"University of Maryland, College Park","Mobile Development, Android Development, Application Development, Computer Programming, Human Computer Interaction, Software Engineering, User Experience, Computer Programming Tools, Mobile Development Tools",Free,837,Mixed · Course · 1-3 Months
Foundations of Teaching for Learning: Developing Relationships,4.8,188,https://www.coursera.org/learn/teacher-relationships,Commonwealth Education Trust,"Leadership and Management, Professional Development",Free,838,Mixed · Course · 1-3 Months
Roman Art and Archaeology,4.7,593,https://www.coursera.org/learn/roman-art-archaeology,University of Arizona,"Deep Learning, Machine Learning",Free,839,Mixed · Course · 1-3 Months
Studying at Japanese Universities,4.8,402,https://www.coursera.org/learn/study-in-japan,The University of Tokyo,Design and Product,Free,840,Beginner · Course · 1-4 Weeks
The Sustainability Imperative,4.8,17,https://www.coursera.org/learn/the-sustainability-imperative,University of Colorado Boulder,,Free,841,Beginner · Course · 1-3 Months
"Gender, Family, and Social Change in Contemporary South Korea",4.8,277,https://www.coursera.org/learn/social-change-korea,Yonsei University,"Business Psychology, Culture, Leadership and Management",Free,842,Beginner · Course · 1-3 Months
Chinese for HSK 6,4.9,148,https://www.coursera.org/learn/chinese-for-hsk-6,Peking University,"Business Psychology, Culture, Leadership and Management",Free,843,Advanced · Course · 3-6 Months
Intel® Network Academy - Network Transformation 101,4.5,480,https://www.coursera.org/learn/network-transformation-101,Intel,"Computer Networking, Computer Architecture, Network Architecture, Software Engineering, Computer Graphics, Internet Of Things, Mathematics, Network Model, Communication, Computational Logic, Computer Graphic Techniques, Distributed Computing Architecture, Human Computer Interaction, Interactive Design, Mathematical Theory & Analysis, Network Security, Security Engineering, Software-Defined Networking, Theoretical Computer Science, Cloud Applications, Other Cloud Platforms and Tools",Free,844,Beginner · Course · 1-4 Weeks
Cybersecurity Awareness and Innovation,4.7,573,https://www.coursera.org/learn/cybersecurity,EIT Digital,"Security Engineering, Operating Systems, Software Security, System Security, Cyberattacks, Leadership and Management, Security Strategy, Computer Networking, Network Security",Free,845,Beginner · Course · 1-3 Months
Introduction à la programmation orientée objet (en Java),4.8,298,https://www.coursera.org/learn/programmation-orientee-objet-java,École Polytechnique Fédérale de Lausanne,"Computer Programming, Java Programming, Mobile Development, Programming Principles, Data Management, Databases, Project Management, SQL, Statistical Programming, Strategy and Operations",Free,846,Intermediate · Course · 1-3 Months
Children Acquiring Literacy Naturally,4.4,148,https://www.coursera.org/learn/children-literacy,"University of California, Santa Cruz","Business Psychology, Communication, Entrepreneurship, Human Learning, Writing",Free,847,Beginner · Course · 1-4 Weeks
ICT in Primary Education: Transforming children's learning across the curriculum,4.6,143,https://www.coursera.org/learn/ict-primary-education,University of London,"Business Psychology, Communication, Entrepreneurship, Human Learning, Writing",Free,848,Beginner · Course · 1-3 Months
Product Management,4.5,99,https://www.coursera.org/learn/product-management,Universidad de Palermo,"Design and Product, Entrepreneurship, Leadership and Management, Marketing, Product Management, Strategy and Operations, Sales, Strategy, Brand Management, Communication, Experiment, General Statistics, Market Analysis, Marketing Management, Operations Research, Probability & Statistics, Product Strategy, Research and Design, Social Media",Free,849,Beginner · Course · 1-4 Weeks
Visual Perception and the Brain,4.6,242,https://www.coursera.org/learn/visual-perception,Duke University,"Entrepreneurship, Research and Design, Algorithms, Computer Graphic Techniques, Computer Graphics, Creativity, Machine Learning, Probability & Statistics, Theoretical Computer Science, Bioinformatics, Computer Vision, Data Management, Data Visualization, Geometry, Graphic Design, Leadership and Management, Mathematics, Problem Solving, Scientific Visualization, Software Engineering, Software Testing, Statistical Programming",Free,850,Mixed · Course · 1-3 Months
Wood Science: Beyond Building,4.6,707,https://www.coursera.org/learn/wood-science,West Virginia University,"Design and Product, Material Handling, Supply Chain and Logistics, Business Analysis, Data Visualization, Leadership and Management, Product Development, Research and Design, Scientific Visualization, Strategy and Operations",Free,851,Beginner · Course · 1-4 Weeks
Skepticism,4.6,61,https://www.coursera.org/learn/skepticism,"University of California, Irvine","Business Analysis, Critical Thinking, Research and Design, Strategy and Operations, Entrepreneurship, Leadership and Management, Problem Solving",Free,852,Beginner · Course · 1-4 Weeks
Words Spun Out of Images: Visual and Literary Culture in Nineteenth Century Japan,4.8,678,https://www.coursera.org/learn/visual-literary-culture-in-japan,The University of Tokyo,"Business Psychology, Culture, Leadership and Management, Communication, Writing",Free,853,Beginner · Course · 1-4 Weeks
Management of Urban Infrastructures – part 1,4.7,745,https://www.coursera.org/learn/managing-urban-infrastructures-1,École Polytechnique Fédérale de Lausanne,"Entrepreneurship, Leadership and Management, Operations Management, Operations Research, Problem Solving, Project Management, Research and Design, Strategy and Operations, Customer Relationship Management, Finance, Marketing, Performance Management, Business Analysis, Critical Thinking, Planning, Supply Chain and Logistics, Transportation Operations Management",Free,854,Mixed · Course · 1-3 Months
"L'Art des Structures 2 : treillis, poutres, dalles et cadres",4.7,15,https://www.coursera.org/learn/structures2,École Polytechnique Fédérale de Lausanne,,Free,855,Intermediate · Course · 3-6 Months
#talkmentalillness,4.4,32,https://www.coursera.org/learn/talkmentalillness,University of Colorado Boulder,,Free,856,Beginner · Course · 1-3 Months
Introducción a la inteligencia artificial contemporánea,4.7,17,https://www.coursera.org/learn/introduccion-a-la-inteligencia-artificial-contemporanea,Universidad de los Andes,"Machine Learning, Computer Programming, Machine Learning Algorithms, Natural Language Processing, Applied Machine Learning, Business Psychology, Computational Thinking, Computer Vision, Culture, Decision Making, Deep Learning, Entrepreneurship, Human Computer Interaction, Human Resources, Leadership and Management, Reinforcement Learning, Theoretical Computer Science, User Experience",Free,857,Beginner · Course · 1-3 Months
